Lon,Lat,Precipitation,Log(Precipitation),Elevation,30 Year Average September Precipitation,30 Year Average September Temperature,Residual
-87.15511657,30.64488496,0.031916034,-2.025589662,51,160.5786896,25.80609894,-1.69350517
-86.85937813,30.64062035,0.363414372,-0.769133654,34,157.036499,25.73349953,-0.58184964
-86.65511657,30.64488496,0.845404648,-0.056142244,44,156.9188995,25.59549904,0.043028031
-86.55938271,30.64062035,1.098607352,0.181160343,64,156.9590912,25.44859886,0.264251374
-86.45511199,30.64488496,1.934747276,0.710371622,65,157.3418884,25.44109917,0.730602942
-86.35937813,30.64062035,1.671871284,0.572036211,54,157.4617004,25.44279861,0.530102172
-85.85511352,30.64488496,3.99821025,1.410550354,24,156.9671021,25.32929993,1.058288428
-85.75937965,30.64062035,4.151629595,1.447302344,17,147.3522034,25.35960007,1.06504464
-85.5551181,30.64488496,6.530081496,1.891617096,43,134.8392029,25.34009933,1.447896911
-85.4593766,30.64062035,7.640532197,2.046470445,68,132.5157013,25.29329872,1.575814372
-85.35511352,30.64488496,6.379490804,1.868641928,79,130.2932892,25.27159882,1.346928428
-85.25937965,30.64062035,7.666022032,2.049758068,77,126.6388931,25.39169884,1.461469971
-87.85937813,30.74062035,0.120839076,-1.510321008,25,147.7332001,25.60849953,-0.800921817
-87.75511504,30.74488496,0.060086669,-1.832039928,50,151.0540009,25.31439972,-1.124211727
-87.4593766,30.74062035,0.156349614,-1.361213085,37,154.2413025,25.49250031,-0.85068694
-87.0551181,30.74488496,0.058450829,-1.842310964,66,154.4944,25.38119888,-1.512153215
-86.9593766,30.74062035,0.075128239,-1.742236781,47,153.7453918,25.45030022,-1.482895401
-86.85511352,30.74488496,0.050592199,-1.893179762,50,152.9422913,25.43529892,-1.686395807
-86.65938118,30.74062035,0.082891035,-1.69886474,47,154.8539886,25.60699844,-1.639024899
-86.5551181,30.74488496,0.888923177,-0.011138627,60,150.0179901,25.57789993,0.018483011
-86.35937813,30.74062035,1.384499709,0.395077819,70,147.5231018,25.33819962,0.368235458
-86.15511657,30.74488496,2.085971005,0.782060126,77,157.2993927,25.1432991,0.627839815
-85.75937965,30.74062035,4.510946314,1.52843311,32,136.4604034,25.2159996,1.174208226
-85.65511657,30.74488496,3.610181268,1.311080735,34,132.5856018,25.27179909,0.896720065
-84.9593766,30.74062035,8.617449592,2.165326717,52,120.629097,25.71710014,1.277288674
-84.85511352,30.74488496,8.159865552,2.11140831,34,120.8283005,25.82029915,1.118075891
-87.95511199,30.84488496,0.051119744,-1.889682749,9,142.2238007,25.69849968,-1.189991923
-87.85937813,30.84062035,0.003481571,-2.268361744,45,144.1416931,25.48919868,-1.562966007
-87.45511199,30.84488496,0.119100801,-1.518223376,79,148.719101,25.16239929,-0.959745525
-87.35937813,30.84062035,0.135546468,-1.445847071,61,149.3071899,25.3192997,-0.974787537
-86.65511657,30.84488496,0.369618438,-0.755834749,68,150.1259003,25.43120003,-0.690645695
-86.55938271,30.84062035,0.371967155,-0.750845883,64,146.2312012,25.47069931,-0.732011976
-86.25511504,30.84488496,2.359387883,0.899912491,76,144.5047913,25.15289879,0.804213857
-86.15938118,30.84062035,2.586070416,0.988079314,78,146.3675995,25.12739944,0.834146442
-85.95511199,30.84488496,2.857101646,1.084209615,60,134.8506012,24.95129967,0.869577629
-85.05938271,30.84062035,7.362125259,2.009840261,42,117.3292007,25.67739868,1.157282043
-84.95511199,30.84488496,6.571776696,1.897886196,33,119.3208008,25.75979996,0.940759103
-84.75937965,30.84062035,7.361964022,2.009818653,37,117.5135956,25.8302002,0.916096878
-84.65511657,30.84488496,8.814130636,2.18763773,39,114.8604965,25.86489868,1.025936479
-87.85937813,30.94062035,0.009885551,-2.208315896,22,140.6204987,25.53019905,-1.560155802
-87.75511504,30.94488496,0.002494094,-2.277950104,83,142.7982025,25.19869995,-1.598341717
-87.35937813,30.94062035,0.169562874,-1.310953616,73,144.4299927,24.95069885,-0.801334143
-87.25511504,30.94488496,0.012204244,-2.18743446,24,144.5939026,24.76299858,-1.734646602
-87.15938118,30.94062035,0.161344323,-1.341916497,85,145.9653015,24.91020012,-0.930235528
-87.0551181,30.94488496,0.590681284,-0.3700768,84,147.7380981,24.91309929,-0.025346159
-86.9593766,30.94062035,0.092503047,-1.647643295,56,146.3200989,24.8920002,-1.36137174
-86.75511504,30.94488496,0.341642292,-0.817255018,53,140.9167023,25.09149933,-0.6599459
-86.65938118,30.94062035,0.453695285,-0.59114077,67,139.7814026,25.16179848,-0.484416635
-86.45511199,30.94488496,0.92276262,0.022507418,80,136.6121979,25.25589943,0.014491775
-86.15938118,30.94062035,2.03437537,0.758174037,74,131.989502,25.06699944,0.623575989
-85.95511199,30.94488496,3.52908227,1.288979798,53,125.6259995,24.8246994,1.083221948
-85.75937965,30.94062035,3.891405701,1.384143475,51,123.9770966,24.88249969,1.053507997
-85.25511504,30.94488496,6.928473829,1.949969588,39,115.780899,25.60219955,1.197427343
-85.05938271,30.94062035,7.449142092,2.021433927,43,117.3283005,25.73969841,1.108114235
-84.85511352,30.94488496,6.389162723,1.870133512,39,121.4642944,25.80279922,0.777338593
-87.85511352,31.04488496,0.008120724,-2.224506861,36,135.542099,25.34070015,-1.568113693
-87.4593766,31.04062035,0.438026588,-0.6198473,93,145.1416016,24.90279961,-0.09125719
-87.35511352,31.04488496,0.381952251,-0.729910234,82,142.0614014,24.87979889,-0.247517492
-87.05938271,31.04062035,0.625073693,-0.321481983,46,148.6871033,24.73659897,-0.020733396
-86.85511352,31.04488496,0.017253299,-2.143418733,61,141.4940033,24.90950012,-1.947109129
-86.25937965,31.04062035,1.15499745,0.227133541,77,130.2014008,25.04379845,0.116921511
-86.15511657,31.04488496,2.058923787,0.769609851,52,127.2304001,24.83419991,0.627392667
-85.85937813,31.04062035,3.279627215,1.217765412,37,126.1819,24.72139931,0.908063293
-85.65511657,31.04488496,4.374267053,1.498342551,72,116.7322006,24.93999863,1.087858318
-85.4593766,31.04062035,4.118418762,1.439460357,61,114.598999,25.18079948,0.866504019
-87.65938118,31.14062035,0.211348922,-1.166841061,86,136.2500916,24.88259888,-0.54947386
-87.5551181,31.14488496,0.043288633,-1.942894271,96,140.3058014,24.92809868,-1.399256423
-87.15938118,31.14062035,0.131853825,-1.46164817,76,139.1808014,24.66899872,-1.086594481
-87.0551181,31.14488496,0.9871943,0.083600341,53,145.7825928,24.59649849,0.369866699
-86.65938118,31.14062035,0.276706264,-0.976289536,88,134.1537018,25.09749985,-0.921038112
-86.5551181,31.14488496,0.487721985,-0.531501257,85,134.344101,25.19919968,-0.558429905
-86.4593766,31.14062035,0.796918625,-0.10879014,64,132.2944031,25.29920006,-0.210269209
-85.85511352,31.14488496,2.545881078,0.973004121,68,121.0924988,24.79949951,0.639830375
-85.65938118,31.14062035,2.738687726,1.043341877,72,113.9040985,24.90399933,0.60876807
-85.45511199,31.14488496,5.217790873,1.671057968,81,110.6980972,25.15670013,1.080805861
-85.25937965,31.14062035,4.472634155,1.52008944,69,110.8297958,25.43309975,0.745931303
-85.0551181,31.14488496,6.394343837,1.870931619,47,114.1440964,25.65539932,0.885548707
-84.85937813,31.14062035,6.001728287,1.808572057,60,118.2807999,25.46829987,0.706028883
-84.65511657,31.14488496,6.116723673,1.827243027,52,115.9227982,25.40950012,0.593359108
-87.95511199,31.24488496,0.004433479,-2.259204976,13,123.0802002,24.96570015,-1.546973106
-87.75937965,31.24062035,0.013246973,-2.178184247,27,127.3476944,24.66650009,-1.520368334
-87.65511657,31.24488496,0.054521136,-1.867424392,53,128.946701,24.45339966,-1.218906705
-87.55938271,31.24062035,0.051494243,-1.887207654,71,132.6839905,24.76429939,-1.342988879
-86.75511504,31.24488496,0.031374821,-2.029700813,55,130.2626038,24.67169952,-1.902669538
-86.65938118,31.24062035,0.071154013,-1.765191468,63,130.0072021,24.81719971,-1.70890139
-86.35511352,31.24488496,0.129318241,-1.472644541,78,128.5048981,25.17479897,-1.640154232
-86.25937965,31.24062035,0.778608547,-0.12941582,95,121.3776932,25.14359856,-0.30186133
-85.85511352,31.24488496,2.84992134,1.081778506,83,117.5565948,24.85209846,0.717771236
-85.75937965,31.24062035,2.999601303,1.131273491,78,117.1141968,24.87909889,0.702931592
-85.35511352,31.24488496,3.521322519,1.286839296,86,105.8880005,25.14579964,0.612332122
-85.15938118,31.24062035,5.569163655,1.735041603,81,108.8417969,25.19610023,0.901529531
-84.85511352,31.24488496,3.840992938,1.371432706,65,113.3414993,25.14529991,0.29758044
-87.65511657,31.34488496,0.00270518,-2.275892724,43,123.9281006,24.50930023,-1.667797519
-87.55938271,31.34062035,0.029641721,-2.042980622,97,125.9128952,24.68379974,-1.486090776
-87.35511352,31.34488496,0.063553405,-1.810615706,106,126.4126968,24.66179848,-1.353954107
-87.25937965,31.34062035,0.012970235,-2.180630898,93,127.7149963,24.67679977,-1.789085897
-87.15511657,31.34488496,0.312130086,-0.886416238,95,127.3414001,24.65110016,-0.545187326
-86.55938271,31.34062035,0.268683744,-0.997816064,67,129.6977997,24.75930023,-1.034486584
-86.45511199,31.34488496,0.125632642,-1.48884708,105,129.9916992,25.03369904,-1.612261651
-86.25937965,31.34062035,0.269131133,-0.996603323,92,121.9315948,25.15129852,-1.223825986
-85.85511352,31.34488496,2.067333643,0.773497676,116,117.2658997,24.90359879,0.37418266
-85.35937813,31.34062035,4.615104476,1.550771074,110,105.0428009,25.0875988,0.862020962
-84.85511352,31.34488496,3.98172755,1.406520318,68,112.4943008,25.07429886,0.302180839
-87.85511352,31.44488496,0.025196389,-2.07787166,69,118.0467987,24.57069969,-1.384218909
-87.65938118,31.44062035,0.002499358,-2.277898744,55,116.4916,24.53159904,-1.672673316
-87.45511199,31.44488496,0.000375149,-2.298840623,107,120.5223007,24.60339928,-1.799318834
-87.15938118,31.44062035,0.011439635,-2.194272225,88,120.9552994,24.64929962,-1.869923583
-86.95511199,31.44488496,0.073222169,-1.753180293,103,120.7018967,24.50449944,-1.5071053
-86.75937965,31.44062035,0.762638511,-0.14775955,71,122.4888,24.65749931,-0.063717589
-86.5551181,31.44488496,0.12257948,-1.502471028,97,123.7756958,24.91529846,-1.571085076
-86.25937965,31.44062035,1.264528848,0.310809203,124,116.8639984,24.94789886,0.115145631
-85.75511504,31.44488496,2.577886633,0.985027913,119,111.5112,24.94849968,0.498443944
-85.65938118,31.44062035,3.761987549,1.35118196,106,110.1231003,24.95629883,0.803020391
-85.5551181,31.44488496,3.895431633,1.385151617,84,107.8311996,25.04369926,0.751188783
-85.4593766,31.44062035,4.261000366,1.472701473,117,106.1935959,24.95359993,0.822639693
-85.35511352,31.44488496,3.138312709,1.175052425,118,104.9741974,24.97099876,0.458037389
-84.85937813,31.44062035,4.046505028,1.422265818,84,107.7667007,24.80189896,0.356433288
-84.75511504,31.44488496,4.451715742,1.515504248,77,103.9271011,24.75389862,0.398989936
-84.65938118,31.44062035,3.978558003,1.405743495,79,102.4753952,24.71209908,0.239148527
-87.75937965,31.54062035,0.023371431,-2.09255571,61,115.3228989,24.4863987,-1.468124737
-87.5551181,31.54488496,0.007517114,-2.230105247,29,107.4227982,24.39779854,-1.671914467
-87.4593766,31.54062035,0.036189093,-1.993710968,65,111.8731003,24.44159889,-1.491785623
-86.75511504,31.54488496,0.927035066,0.026676074,122,119.5071945,24.78629875,0.083712421
-86.25937965,31.54062035,1.118572263,0.197679898,99,111.8276978,24.792799,-0.008728617
-85.85511352,31.54488496,3.329687599,1.232469178,93,110.713501,24.92059898,0.754640148
-85.65938118,31.54062035,4.085049615,1.431518559,130,109.6455002,24.82239914,0.875684627
-85.0551181,31.54488496,4.637379842,1.555484207,56,97.73320007,24.73009872,0.630780691
-84.9593766,31.54062035,5.104700821,1.649562221,95,100.4850998,24.69330025,0.673886836
-87.85511352,31.64488496,0.079948215,-1.715086162,78,115.7258987,24.52729988,-1.091529596
-87.75937965,31.64062035,0.051736649,-1.88560883,118,114.4220963,24.53739929,-1.276580885
-87.35511352,31.64488496,0.024646913,-2.082270231,59,112.6876984,24.31959915,-1.671334754
-87.25937965,31.64062035,0.002305556,-2.279791297,120,115.7177963,24.46659851,-1.919722453
-87.0551181,31.64488496,0.018872472,-2.129704027,153,116.8190002,24.60269928,-1.889215185
-86.9593766,31.64062035,0.632873963,-0.310781539,107,117.4581985,24.47970009,-0.132223875
-86.85511352,31.64488496,0.070378985,-1.769729998,91,118.5369949,24.49539948,-1.669289176
-86.25937965,31.64062035,1.559911162,0.506764084,119,110.4263992,24.72609901,0.28442763
-85.45511199,31.64488496,4.064241953,1.426534255,121,104.0475998,24.78319931,0.720017196
-85.25937965,31.64062035,3.887418648,1.383144066,148,99.69089508,24.63749886,0.614496253
-84.95511199,31.64488496,5.59166367,1.73900259,97,97.3585968,24.56849861,0.75239003
-87.95511199,31.74488496,0.043649502,-1.940378958,67,104.2802963,24.44509888,-1.245477791
-87.75937965,31.74062035,0.048025258,-1.910372354,130,110.8958969,24.37999916,-1.29521514
-87.65511657,31.74488496,0.010116327,-2.206217951,132,110.2226944,24.35139847,-1.634992882
-87.55938271,31.74062035,0.010245851,-2.205042401,84,107.2459946,24.37339973,-1.697176186
-87.45511199,31.74488496,0.010523543,-2.202526726,33,108.5675964,24.28829956,-1.774962931
-87.35937813,31.74062035,0.005810081,-2.246109479,108,111.528801,24.42919922,-1.85915691
-87.15511657,31.74488496,0.089792661,-1.661823061,86,113.2705002,24.35919952,-1.396398036
-86.65938118,31.74062035,0.899229137,-0.000771161,115,112.7651978,24.51639938,-0.01427672
-86.5551181,31.74488496,0.439868394,-0.616429884,106,111.1007004,24.56839943,-0.69753128
-86.4593766,31.74062035,0.111937706,-1.551462886,111,109.4750977,24.65499878,-1.689105742
-85.95511199,31.74488496,1.296854598,0.334222993,131,102.8367996,24.55130005,-0.044093695
-85.75937965,31.74062035,3.46122156,1.270103621,124,104.6968994,24.62349892,0.742323675
-85.65511657,31.74488496,4.000251303,1.411048265,121,103.5858994,24.69149971,0.807187824
-85.55938271,31.74062035,2.937640604,1.111081097,145,101.8695984,24.32559967,0.533278359
-85.45511199,31.74488496,3.0351674,1.14268257,136,102.5403976,24.44599915,0.4642493
-85.05938271,31.74062035,5.034985976,1.636077112,79,98.84729767,24.57519913,0.655849325
-84.75511504,31.74488496,3.961518484,1.401556915,131,96.4026947,24.45549965,0.272669506
-84.65938118,31.74062035,4.619961779,1.551800702,122,98.28910065,24.42440033,0.343826893
-87.9593766,31.84062035,0.032471972,-2.021384187,78,101.6832962,24.40110016,-1.339158787
-87.35511352,31.84488496,0.061282365,-1.824598629,50,107.5979004,24.42669868,-1.502233715
-87.25937965,31.84062035,0.093592864,-1.641997965,76,109.9608002,24.35610008,-1.353024003
-86.95511199,31.84488496,0.14651852,-1.400318158,96,110.9451981,24.35680008,-1.270781248
-86.75937965,31.84062035,0.962538205,0.060660578,128,110.4686966,24.37520027,0.102246404
-86.45511199,31.84488496,1.374051996,0.388015068,126,106.9922943,24.54769897,0.240955287
-86.15938118,31.84062035,1.664655327,0.567955389,132,102.7347946,24.3980999,0.298770322
-85.95511199,31.84488496,1.890662224,0.688467359,127,99.46369934,24.45669937,0.297504923
-85.85937813,31.84062035,1.541804923,0.495796199,162,101.9837952,24.35890007,0.069633837
-85.75511504,31.84488496,2.047869921,0.764476617,136,102.7154007,24.42669868,0.237877444
-85.25937965,31.84062035,3.505323609,1.282411534,112,99.57180023,24.48589897,0.424390986
-84.95511199,31.84488496,4.120359231,1.43992025,106,99.97419739,24.5488987,0.353221898
-84.75937965,31.84062035,5.11375964,1.651301216,154,97.15249634,24.3429985,0.509801899
-84.65511657,31.84488496,3.523264299,1.28737536,140,98.3844986,24.38899994,0.044740715
-87.95511199,31.94488496,0.012471326,-2.185056968,39,99.3864975,24.44619942,-1.570672303
-87.85937813,31.94062035,0.041392411,-1.9562162,77,101.0086975,24.37849998,-1.360575035
-87.45511199,31.94488496,0.046741407,-1.919083375,33,101.3031006,24.40239906,-1.560634775
-87.35937813,31.94062035,0.003814107,-2.265153408,41,100.9366989,24.40479851,-1.947573082
-87.15511657,31.94488496,0.061076297,-1.825877134,73,106.262001,24.35449982,-1.621028486
-86.9593766,31.94062035,0.069234317,-1.776471032,67,109.5916977,24.40359879,-1.706914769
-86.65511657,31.94488496,0.821915667,-0.081301527,133,103.6278992,24.55459976,-0.135110235
-86.15938118,31.94062035,1.980528577,0.732621985,120,101.5803986,24.34280014,0.426331607
-86.0551181,31.94488496,2.080535141,0.779570324,155,101.5587006,24.22299957,0.449339617
-85.9593766,31.94062035,1.612820161,0.538141229,137,102.2835007,24.32729912,0.117142071
-85.75511504,31.94488496,2.258380783,0.857975275,149,101.2574005,23.90259933,0.390440186
-85.4593766,31.94062035,4.098209324,1.434658083,169,102.3717957,24.22879982,0.727194842
-85.35511352,31.94488496,4.168782646,1.451328692,114,100.4911957,24.31270027,0.635033519
-85.25937965,31.94062035,4.870480467,1.603516509,104,98.95079803,24.43109894,0.707756331
-85.15511657,31.94488496,5.18581268,1.665026378,106,98.90670013,24.50119972,0.685922591
-84.9593766,31.94062035,4.31436953,1.484865022,120,100.2667007,24.43569946,0.383395478
-87.75937965,32.04062035,0.006214078,-2.242298618,81,100.4812012,24.28949928,-1.720052292
-87.5551181,32.04488496,0.109883917,-1.561200675,49,100.4057007,24.36219978,-1.174681183
-87.4593766,32.04062035,0.014350584,-2.168486252,50,97.69549561,24.37709999,-1.814249455
-87.35511352,32.04488496,0.001738697,-2.285347543,60,97.17250061,24.38089943,-1.978178927
-87.15938118,32.04062035,0.04759785,-1.913263931,70,104.9618988,24.40460014,-1.752213478
-86.95511199,32.04488496,0.035485738,-1.9988889,63,109.4412003,24.35739899,-1.972714753
-86.35937813,32.04062035,1.267372186,0.312890786,128,100.6988983,24.5060997,0.065070398
-85.95511199,32.04488496,1.7031372,0.589528037,162,105.2213974,23.98950005,0.173942231
-85.65938118,32.04062035,3.251527262,1.209416141,150,99.72290039,23.87209892,0.651852367
-85.45511199,32.04488496,3.723737094,1.341228241,116,96.02099609,24.26479912,0.583383437
-85.35937813,32.04062035,4.233855966,1.466457669,99,97.1473999,24.36429977,0.612211349
-85.0551181,32.04488496,4.694317803,1.567431426,67,98.40219879,24.58949852,0.437998952
-84.9593766,32.04062035,3.787909288,1.357871555,107,98.4571991,24.4401989,0.213341877
-84.85511352,32.04488496,4.558928984,1.53878559,158,98.1914978,24.19369888,0.393780352
-84.75937965,32.04062035,3.790929048,1.358647959,165,97.79370117,24.12139893,0.166332124
-84.65511657,32.04488496,3.013249535,1.135667047,162,98.81969452,24.07549858,-0.134117259
-87.85937813,32.14062035,0.004123625,-2.262176381,80,98.06119537,24.27689934,-1.719537073
-87.75511504,32.14488496,0.014511831,-2.167077131,87,98.65010071,24.2682991,-1.675042319
-87.35937813,32.14062035,0.01194314,-2.189764215,35,95.37369537,24.45619965,-1.94010216
-86.85511352,32.14488496,0.049020549,-1.903671067,86,105.0645981,24.53229904,-1.967949853
-86.75937965,32.14062035,0.223334728,-1.129067182,86,102.1925964,24.58469963,-1.237358926
-86.5551181,32.14488496,0.278511408,-0.971509066,68,99.18219757,24.83769989,-1.234605585
-86.4593766,32.14062035,0.864784178,-0.035850852,90,99.11709595,24.76689911,-0.327047014
-86.0551181,32.14488496,1.692553821,0.583641319,105,99.59320068,24.50300026,0.097124055
-85.85937813,32.14062035,2.139225617,0.806130099,104,99.16569519,24.38500023,0.220658457
-85.65511657,32.14488496,2.949411304,1.114948557,165,97.72359467,23.91079903,0.523213117
-85.35937813,32.14062035,3.177139726,1.186971007,94,95.18709564,24.27470016,0.312304144
-85.15511657,32.14488496,4.723171663,1.573431733,121,97.40079498,24.40609932,0.539149424
-85.05938271,32.14062035,5.014485085,1.632076727,77,97.67350006,24.36879921,0.51064883
-84.75511504,32.14488496,3.399206882,1.252536338,135,97.69829559,24.21099854,-0.022630277
-84.65938118,32.14062035,4.578368614,1.542949462,176,98.48149872,23.86310005,0.27998329
-87.85511352,32.24488496,0.011322101,-2.195327465,72,96.41880035,24.291399,-1.697990161
-87.35937813,32.24062035,0.003475406,-2.268421316,53,98.68029785,24.45459938,-2.072011852
-87.0551181,32.24488496,0.039317693,-1.970998391,40,101.4080963,24.4552002,-1.963421235
-86.85937813,32.24062035,0.007607032,-2.229269281,106,101.5661011,24.37929916,-2.274708992
-86.65511657,32.24488496,0.090218148,-1.659583719,71,99.68969727,24.80489922,-1.904707207
-85.9593766,32.24062035,2.290230848,0.87138995,86,92.34539795,24.67140007,0.288589652
-85.75511504,32.24488496,2.403806758,0.917812277,95,95.24259949,24.2901001,0.254566741
-85.4593766,32.24062035,3.630503194,1.316543129,112,91.27389526,24.17309952,0.518211582
-85.15511657,32.24488496,3.670568582,1.327225808,94,94.97239685,24.32829857,0.260257225
-84.75937965,32.24062035,4.439934721,1.512912633,146,96.07849884,24.28170013,0.203689114
-87.95511199,32.34488496,0.179216374,-1.275768263,31,94.59279633,24.23429871,-0.778448964
-87.35937813,32.34062035,0.001813483,-2.284612742,52,97.91410065,24.43599892,-2.124615896
-87.15511657,32.34488496,0.044133099,-1.937018111,57,99.23690033,24.45189857,-1.89466767
-86.85937813,32.34062035,0.003178912,-2.271290791,70,100.3096008,24.57819939,-2.408742574
-86.75511504,32.34488496,0.027180918,-2.062144657,48,101.4852982,24.81970024,-2.321509084
-86.35937813,32.34062035,1.326016624,0.35488498,55,97.00249481,25.21389961,-0.167237458
-85.95511199,32.34488496,2.066429584,0.77308046,79,92.60969543,24.6541996,0.138903693
-85.85937813,32.34062035,2.002074055,0.742924502,88,93.81330109,24.45619965,0.08130787
-85.75511504,32.34488496,2.195011747,0.830737962,104,94.11779785,24.22340012,0.147909884
-85.4593766,32.34062035,3.432544099,1.262018319,133,92.32550049,24.15199852,0.42981084
-85.15511657,32.34488496,4.505993425,1.527358374,135,93.75,24.36459923,0.444207232
-85.05938271,32.34062035,3.921221617,1.391585741,104,93.4937973,24.44569969,0.212863243
-84.85511352,32.34488496,4.988002258,1.62688527,116,93.48970032,24.50959969,0.299894593
-84.75937965,32.34062035,4.55463335,1.537863143,136,94.59559631,24.35879898,0.17522969
-87.75511504,32.44488496,0.024327359,-2.084837201,70,91.35269928,24.3993988,-1.709728265
-87.65938118,32.44062035,0.008871197,-2.217589771,63,92.40129852,24.3920002,-1.898168328
-87.15511657,32.44488496,0.00405717,-2.262814822,42,98.46199799,24.48449898,-2.273664709
-86.65938118,32.44062035,0.054474745,-1.867724658,74,98.20189667,24.79759979,-2.183053827
-86.45511199,32.44488496,1.043234961,0.133861929,87,95.64949799,24.71069908,-0.263439579
-86.35937813,32.44062035,1.067274847,0.154671842,48,93.70829773,25.0156002,-0.36073609
-86.25511504,32.44488496,1.399995378,0.405462027,50,85.45739746,25.08580017,-0.129083562
-86.15938118,32.44062035,1.68372027,0.578701222,49,83.83729553,24.79290009,0.04791445
-86.0551181,32.44488496,1.213346616,0.272578549,109,91.1977005,24.26849937,-0.249565902
-85.4593766,32.44062035,4.849058232,1.599197302,147,91.99900055,24.15769958,0.733837252
-85.15511657,32.44488496,5.373957724,1.700001888,119,91.8927002,24.43829918,0.563496571
-85.05938271,32.44062035,3.338784546,1.235118079,141,89.91960144,24.46299934,0.057156664
-84.95511199,32.44488496,3.233975841,1.204165538,86,89.20240021,24.66179848,-0.111300944
-84.75937965,32.44062035,3.679110678,1.329488712,115,92.94029999,24.54129982,-0.109338989
-87.9593766,32.54062035,0.429630142,-0.635576361,52,88.27359772,24.27149963,-0.171290854
